Registro,Dispositivo,Fecha de nacimiento,Género,¿Qué tan satisfecho está con su vida actualmente?,¿Hasta qué punto siente que las cosas que hace en su vida diaria valen la pena?,"<b>Pensando en tu bienestar emocional, ¿qué tan feliz o ansioso(a) te sentiste ayer?</b>",<b>¿Qué aspecto cambiarías en Tuluá para mejorar tu bienestar y el de los demás?</b>,¿Mejorarías algo en tu Barrio?,¿En que barrio resides y que harías para mejorarlo?,Duración
2024-11-13 00:23:08,phone,1979-10-22,female,10,10,Muy Feliz,La inseguridad,SI,"Aguaclara,  más vigilancia",02:31
2024-11-13 00:18:43,phone,1999-12-18,female,10,8,Neutral,Colocar puente peatonal en la variante que conecta los semáforos que vienen desde Andalucía y el centro de Tuluá  Andenes,SI,Estambul  Reductores de velocidad,02:04
2024-11-12 23:34:36,phone,1960-09-15,male,10,10,Muy Feliz,"Recreación 3 edad, recuperación equinos carretilleros, más seguridad policial, apoyo y ampliación cobertura salud hospitales, campañas vacunacion canina",NO,El Jardín. Señalizacion vias y vigilancia policial,06:22
2024-11-12 23:12:25,phone,2004-02-21,male,4,4,Muy ansioso,"Promover y fomentar el amor por los diferentes tipos de arte y recibir una buena remuneración para pequeños, medianos y grandes artistas locales en sus diferentes especialidades.   Gestionar proyectos nacionales en internacionales relacionados con el arte.",SI,Santa inés segunda etapa.  Mejorar la calidad de vida de los ciudadanos instalando programas artísticos cercanos al barrio.,03:32
2024-11-12 23:07:15,phone,1992-08-11,male,8,10,Feliz,La seguridad,SI,"Chiminangos, más presencia de policía porque hay mucho vendedor de vicio",00:53
2024-11-12 23:00:33,phone,1958-06-24,male,8,9,Feliz,Bajar el precio de los productos de primera necesidad,SI,Panamericano,02:20
2024-11-12 22:27:06,phone,1990-01-06,male,8,7,Neutral,El tuyo de los bares en zona residencial esto causa tención en el ambiente,SI,Transversal 12 barrio Departamental sacaría los bares a las afueras demasiado ruido olores de sustancias alucinógenas peleas ruido excesivo,02:54
2024-11-12 21:46:30,phone,1966-07-06,female,9,9,Feliz,No le cambiaría nada le aumentaría más policía para combatir la delincuencia que se a poderoso de la ciudad,SI,No vivo en tulua pero voy mucho por allá de compras,02:35
2024-11-12 21:24:14,phone,1989-02-05,female,7,8,Neutral,"Mejoraría el sector de restaurantes, abrirle la oportunidad de llegar a nuevos restaurantes",SI,San Carlos príncipe,02:00
2024-11-12 20:48:01,phone,1991-12-09,female,6,6,Muy ansioso,"Creo que la seguridad ,da miedo salir ala calle solas ,que loS ataques A las mujeres anvuelto",SI,Bello horizonte  El ruido es insoportable cada ves se vuelve peor,03:25
2024-11-12 20:46:18,phone,1961-09-14,female,9,9,Neutral,Seguridad,SI,"Victoria, andenes iguales, semáforos sobre la carrera 34, seguridad, multar a motociclistas ruidosos. Desalojar carros que se parques call",02:28
2024-11-12 20:32:57,computer,2002-08-27,male,7,7,Feliz,"Invertiría fuertemente en tecnología, fomentaría un espacio de innovación que conecte desarrolladores, emprendedores y jóvenes interesados en tecnología. Realizaría meetups, talleres y hackathons las cuales pueden inspirar, educar y generar oportunidades de empleo tecnológico en la ciudad.",SI,"Victoria. 2 cosas, el civismo y los modales de las personas, me ha tocado ver como escupen y orinan en mi andén. Y 2, hay mucha indigencia.",06:19
2024-11-12 20:28:49,phone,1994-06-15,male,1,1,Temo por mi vida,,SI,"Chiminangos, la inclusión social",02:50
2024-11-12 19:20:35,phone,1979-11-08,female,6,5,Un poco ansioso,"La seguridad , generacion de empleo",SI,"Barrio el laguito  hay probelmas de alcantarillado  , inundaciones cuando llueve",02:16
2024-11-12 19:02:28,phone,1997-07-10,female,4,5,Un poco ansioso,El aspecto económico,NO,,00:32
2024-11-12 18:11:47,phone,1979-10-24,male,9,10,Feliz,Más orden y autoridad en el tránsito por la ciudad. Es muy estresante recorrer la ciudad pendiente de no accidentarse,SI,"El Retiro. Mejorar las vías, controlar los establecimientos comerciales, los vehículos mal parqueados y el ruido.",01:52
2024-11-12 18:00:37,computer,1979-08-11,male,5,7,Un poco ansioso,Más seguridad,SI,Calles sin pavimentar,00:31
2024-11-12 17:41:27,phone,1961-07-04,male,4,7,Muy ansioso,Muchos huecos en las calles y en la Marina mucho popo de perros en.las calles hace falta de control de animales aca las calles son el.patio de los perros y señalización de la.via a la marina antes no.hay accidentes y mas.seguridad...,SI,Corregimiento de la marina.de tulua lo.que avia.dicho control de animales popociando en.las.vias y parqués no es grato estar.ahi olores a po,05:44
2024-11-12 17:30:00,phone,1955-12-08,male,9,9,Un poco ansioso,Menos violencia y menos extorsion,NO,Salesiano,03:07
2024-11-12 17:00:35,phone,1953-04-26,male,8,10,Feliz,El civizmo y cultura ciudadana en los colegios  Respeto por normas de transito,SI,Salesianos  Orden vía principal cr 26 Nada carteles y cadenas sobre la vía esta es pública y los negocios se la toman,04:41
2024-11-12 16:58:54,phone,1979-01-03,male,9,8,Feliz,Tener más sitios de esparcimiento para disfrutar fines de semana,SI,"Nuevo príncipe, más medios de trasporte",01:27
2024-11-12 16:20:16,phone,1990-02-21,female,5,8,Neutral,La inseguridad,SI,"En agua clara ,acondicionar los callejones",01:51
2024-11-12 16:01:55,phone,2005-08-29,male,8,10,Neutral,,SI,,00:25
2024-11-12 15:56:17,phone,1977-01-23,female,10,10,Un poco ansioso,Mejorar la seguridad,SI,Panamericano  Reubicar bares y discotecas cercanos,01:57
2024-11-12 15:45:36,phone,1963-08-19,male,10,10,Feliz porque estoy con mis hija no porque desde la alcaldía me hagan ser feliz porque tulua es un caos en todos los sentidos los únicos felices son los funcionarios de la alcaldía es lo único que hace Robert posada,"Una ciudad mas segura como hablan ustedes de felicidad si todos los días matan una o dos personas cuántos accidentes diarios hay, esas ambulancias que forman un caos peligroso y desde la alcaldía no se hace nada, uno sale feliz de su casa pero el tráfico la imprudencia el caos vehicular le quitan la",SI,"Santa Rita, pavimentación de las calles con ese polvero quien va a estar feliz",06:01
2024-11-12 15:45:22,phone,1964-11-29,male,10,10,Muy Feliz,"La inteligencia vial y de convivencia que se vive en el municipio, la falta de amor por la ciudad.",SI,"La ceiba. Actualmente la cancha deportiva la retiraron la malla, supuestamente para mejorar, pero al momento paralizaron las obras.",04:14
2024-11-12 15:43:37,phone,1960-03-25,female,8,8,Neutral,"La seguridad, cultura ciudadana aquí no se respeta nada, más control en los precios de los productos, la limpieza de las calles y el mantenimiento de los jardines y parques, cobrar los servicios públicos no por estratos si no por ingresos de los ciudadanos , más actividades recreativas",SI,Salesiano,06:51
2024-11-12 15:11:52,phone,1966-09-06,female,7,8,Neutral,Cumplimiento de las normas de tránsito de todos los actores,SI,Centro,01:13
2024-11-12 15:10:14,phone,1985-09-25,male,6,7,Un poco ansioso,Más empleó  Y que dejen trabajar y no pongan tantas trabas a los emprendedores y comerciantes informales,SI,Santa Rita 1 Que terminen de paimentar las calles que faltan muchos años y nada,45:39
2024-11-12 14:58:52,phone,1971-08-28,male,10,8,Muy Feliz,Seguridad más seguridad,SI,Palo bonito,01:44
2024-11-12 14:21:36,phone,1960-06-11,female,10,10,Muy Feliz,la intolerancia es un aspecto que está acabando con nuestro mundo y la falta de amor por los necesitados pues la avaricia y la ambición al dinero es la causa de todos los males y para esto es muy necesario el temor de Dios en el corazón de los seres humanos y si no amas a Dios tampoco amarás atupro,SI,si tuviera la capacidad económica  en serranía el polideportivo del barrio la independencia ya que an ávido varios asistentes con los fu gad,14:26
2024-11-12 13:40:32,phone,1988-12-29,male,10,10,Muy Feliz,"Apoyar a microempresa, fortalecer más el comercio. Ser más atractivo para la inversión para crear empresas y así aumentar el empleo con eso baja los índices de inseguridad.",NO,Graciela,02:23
2024-11-12 10:57:42,phone,2000-01-03,female,8,7,Feliz,La seguridad en la calles en tema de robos y extorsión.,SI,Pavimento de la calles,01:55
2024-11-12 10:47:21,phone,1958-06-30,female,10,10,Muy Feliz,Justicia,SI,Urbanización la paz más oportunidades,01:22
2024-11-12 10:08:23,phone,1956-02-19,male,8,,Feliz,"Necesitamos aprovechar la orilla del río tulua,como fuente de empleo,a través de proyectos turísticos y de vinculación ciudadana con entretenimiento gastronomía  y recreacion.",SI,Mejorar la infraestructura de los parques y hacerlos más aprovechables con equipos de ejercicio corporal.,04:28
2024-11-12 10:03:47,phone,1956-02-19,male,8,,Feliz,"La movilidad.hay espacio y no lo aprovechamos.ojala que esta mala cistumbre,cambie con el aprovechamiento del espacio de la antigua terminal de buses.",SI,Los parques.estan descuidados y requieren equipos.mas atención seria gratificante.,03:21
2024-11-12 08:59:59,phone,1999-03-22,male,7,8,Feliz,"Mas espacios deportivos, ciclorutas, caminatas, espacios para runners, potenciar turismo deportivo.",SI,"Ruben cruz, mejoraría los parques",01:22
2024-11-12 07:57:53,phone,1968-06-08,female,8,9,Feliz,Cultura ciudadana y respeto por los demás está muy sucia la ciudad y stborizar y crear sentido de pertenencias para cuidar  de los árboles más respobilidad,SI,Limpieza  Control del ruido  Organización de víasy señalización de las mismas,08:32
2024-11-12 02:08:04,phone,1958-11-01,male,3,5,Neutral,Mejorar la seguridad,SI,El aseo,01:12
2024-11-12 01:34:15,phone,1974-10-11,female,5,7,Un poco ansioso,"Que nos traten con más empatia, sobre todo en las casa de salud. Hospital.",SI,"Bosques de Maracaibo. Que en los parques, sean más iluminados y pasas de seguido la policía, hay inseguridad...",07:28
2024-11-12 01:28:00,phone,1967-09-08,female,5,8,Feliz,La falta de tranquiidad,SI,"Corregimiento de nariño, activarla el sector comercial, para generar empleo a las personas  ya sean jóvenes y adultos",04:35
2024-11-12 01:18:19,phone,1985-07-16,male,5,5,Feliz,"Señalización  todas las vías  2 veces al año mínimo,   mas zonas verdes  y jardines . Arreglo de vías, , más lugares de esparcimiento, para turismo,  mejorar estadio   .diseñar una zona grande (2manzanas)para  puestos de comidas  . Más lugares de arte y cultura dónde  se reúnan familias y amigos.",SI,"El Porvenir.   Demarcar las  vías  y en la transversal 12 también . jardines zonas verdes., hacer un ugar grande para aprender música, baile",19:03
2024-11-12 01:11:50,phone,1983-02-16,male,0,10,Temo por mi vida,,SI,,03:53
2024-11-12 01:06:22,phone,1955-07-28,female,10,10,Feliz,La Seguridad,SI,"Victoria, seguridad, pavimento, semáforos Carrera 34 Con Calle 28, todos los días accidentes, prohibir las motos ruidosas. Limpieza parquea",03:08
2024-11-12 00:59:35,phone,1980-12-19,female,6,5,Neutral,"El empleo en tulua es escaso y hablo de un empleo digno porque ser independiente no es vender dulce en la esquina o en un semáforo , por ende hay demasiada inseguridad , por la pobreza eso hace que la gente no se pueda superar económicamente y tener una vida digna sin escapes . La plata hace falta .",SI,"Vivo en el nuevo farfan , la calle 20 es una calle vieja y no la paimentan es triste ver tanto años y seguimos con pantano y polvo .",05:50
2024-11-12 00:51:43,phone,2001-06-22,female,9,8,Neutral,La inseguridad y violencia,SI,"Barrio panamericano, hablar para tener más seguridad en el barrio contra los delincuentes",01:03
2024-11-12 00:29:10,phone,1962-10-14,female,9,8,Feliz,"Seguridad,los espacios peatonal, educación, empleo",SI,Centro,03:38
2024-11-12 00:27:00,phone,1982-07-02,female,5,4,Neutral,Más actividades en familia ciclovía mejorar parques,NO,Progresar menos ruido en las casas cuando hacen fiestas no dejan dormir,01:30
2024-11-11 23:54:03,phone,1968-08-15,male,7,8,Feliz,Dejen trabajar los vendedores ambulantes ellos también merecen ganar un dinero para llevar un sustento y hacer felices a sus familias,SI,Las delicias más convivencia social y vigilancia policial sobre todo en la noche no se ve una patrulla ni para remedio,03:18
2024-11-11 23:49:36,phone,1990-07-13,female,9,8,Neutral,La seguridad,NO,Santa ines,01:28
2024-11-11 23:14:08,phone,1964-06-12,male,9,8,Feliz,Mejoramiento de los parques y seguridadbpara el fisfrute de lss familias y acabar con sitios de juegos casinos maquinas publicos,SI,Barrio las Delicias el sitio de la cancha al lado de la iglesia para actividades recreativas de niños,05:55
2024-11-11 23:06:31,computer,1983-01-25,male,5,3,Neutral,"Que mejoren el acceso a las empresas a Tuluá, y que mejoren el tema de las extorsiones",SI,"Alvernia, mejorar el tema vial",01:14
2024-11-11 22:48:46,phone,1998-05-22,female,4,4,Un poco ansioso,La seguridad,NO,Palobonito,00:29
2024-11-11 22:45:51,phone,1952-09-05,male,3,2,Un poco ansioso,Mejorar el trafico,SI,Salesianos.mas seguridad y control de vehículos en andenes,02:34
2024-11-11 22:25:48,phone,1963-03-09,male,9,8,Feliz,Sensación de inseguridad,SI,Bosques de Maracaibo  Más respeto y convivencia,00:58
2024-11-11 22:11:15,phone,1970-07-13,female,10,,Un poco ansioso,La seguridad,SI,El deliro La seguridad,01:04
2024-11-11 21:55:42,phone,1959-01-23,male,7,,Feliz,"Bien estaría con todo y lo demás, algo pasa en Tuluá. Hay demasiadas casas en alquiler y en venta. No al éxodo y ostra nsismo.",SI,Tomas Uribe. Más trabajo y comercio empresarial.,08:45
2024-11-11 21:51:47,phone,1961-04-05,male,9,9,Feliz,"Ayuda sicológica, médica,sanitaria y estancia para los habitantes de calle.  Mayor seguridad para comerciantes y empleados ante las extorsiones y actos  criminales. Mantenimiento y reparación de calles y avenidas. No al maltrato animal (caballos) usados como tracción de llamadas   zorras",SI,Franciscanos. Ayudar a mantener limpias las calles,07:53
2024-11-11 20:55:51,phone,1983-12-12,male,8,10,Feliz,Que todos los ciudadanos fuésemos más empaticos más amables dejar a un lado la hostilidad la incertidumbre respetar las normas de convivencia implica acompañar a las autoridades locales a vigilar la ciudad,SI,Chiminangos ....mejorar la infraestructura vial señalizar las vías más acompañamiento de las autoridades por el consumo de estupefacientes,11:41
2024-11-11 20:38:25,phone,1967-03-29,female,10,10,Muy Feliz,La delincuencia,SI,La villa que se acabe el consumo de los residentes a las sustancias sicoactivas,28:22
2024-11-11 20:37:42,phone,1991-05-10,male,3,2,Muy ansioso,"Más seguridad, Mas comercio libre",SI,Mejorar condición de la vías de acceso,01:59
2024-11-11 20:06:25,phone,1995-04-03,female,4,4,Muy ansioso,"Cambiaría que la parte cultural y deportiva tuvieran más apoyo, para personas de toda edad, pero especialmente lo jóvenes.",SI,"Flor de la campana, trataría de que el estado estuviera presente con programas de atención a jóvenes, para protegerlos de la droga.",01:58
2024-11-11 19:35:34,phone,1962-12-22,male,10,10,Feliz,Seguridad y sitios para visitar y hacer turismo.,SI,Esperanza Etapa 1. Animales equinos en la calle.,02:20
2024-11-11 19:24:27,phone,1997-04-04,female,9,10,Neutral,La Seguridad  Mas empleos  Espacio publico,SI,La seguridad,01:13
2024-11-11 17:49:42,phone,1971-06-04,male,,3,Tristeza de ver a tulua hecha mierda,Toda la administración empezando por velez román,SI,Nuevo príncipe la seguridad,02:22
2024-11-11 17:48:02,phone,1971-02-09,male,10,9,Feliz,"El tema de la seguridad y mejorar en cuanto a transito hay muy pocos agentes de seguridad, la gente no respeta los semáforos y andan sin casco, así la ciudad va en retroceso ya parce un pueblo",NO,La Graciela y mejoraría la iluminación,05:07
2024-11-11 17:41:18,phone,1972-06-07,male,6,8,Feliz,Más oportunidades para los  mayores. Plan de bienestar para papás solteros Ayudas para hombres no de tercera edad,SI,Palobonito  Las señalización de sus calles  Control a personas de calle ( aseo . alimentación.y salud),04:24
2024-11-11 17:31:48,phone,1998-01-23,male,9,10,Neutral,Me encargaría de escribir más,SI,Ser más amigable,02:05
